gvkey,iid,datadate,tic,div
010903,01,2019/04/22,UNH,
010903,01,2019/04/23,UNH,
010903,01,2019/04/24,UNH,
010903,01,2019/04/25,UNH,
010903,01,2019/04/26,UNH,
010903,01,2019/04/29,UNH,
010903,01,2019/04/30,UNH,
010903,01,2019/05/01,UNH,
010903,01,2019/05/02,UNH,
010903,01,2019/05/03,UNH,
010903,01,2019/05/06,UNH,
010903,01,2019/05/07,UNH,
010903,01,2019/05/08,UNH,
010903,01,2019/05/09,UNH,
010903,01,2019/05/10,UNH,
010903,01,2019/05/13,UNH,
010903,01,2019/05/14,UNH,
010903,01,2019/05/15,UNH,
010903,01,2019/05/16,UNH,
010903,01,2019/05/17,UNH,
010903,01,2019/05/20,UNH,
010903,01,2019/05/21,UNH,
010903,01,2019/05/22,UNH,
010903,01,2019/05/23,UNH,
010903,01,2019/05/24,UNH,
010903,01,2019/05/28,UNH,
010903,01,2019/05/29,UNH,
010903,01,2019/05/30,UNH,
010903,01,2019/05/31,UNH,
010903,01,2019/06/03,UNH,
010903,01,2019/06/04,UNH,
010903,01,2019/06/05,UNH,
010903,01,2019/06/06,UNH,
010903,01,2019/06/07,UNH,
010903,01,2019/06/10,UNH,
010903,01,2019/06/11,UNH,
010903,01,2019/06/12,UNH,
010903,01,2019/06/13,UNH,
010903,01,2019/06/14,UNH,1.0800
010903,01,2019/06/17,UNH,
010903,01,2019/06/18,UNH,
010903,01,2019/06/19,UNH,
010903,01,2019/06/20,UNH,
010903,01,2019/06/21,UNH,
010903,01,2019/06/24,UNH,
010903,01,2019/06/25,UNH,
010903,01,2019/06/26,UNH,
010903,01,2019/06/27,UNH,
010903,01,2019/06/28,UNH,
011259,01,2019/04/01,WMT,
011259,01,2019/04/02,WMT,
011259,01,2019/04/03,WMT,
011259,01,2019/04/04,WMT,
011259,01,2019/04/05,WMT,
011259,01,2019/04/08,WMT,
011259,01,2019/04/09,WMT,
011259,01,2019/04/10,WMT,
011259,01,2019/04/11,WMT,
011259,01,2019/04/12,WMT,
011259,01,2019/04/15,WMT,
011259,01,2019/04/16,WMT,
011259,01,2019/04/17,WMT,
011259,01,2019/04/18,WMT,
011259,01,2019/04/22,WMT,
011259,01,2019/04/23,WMT,
011259,01,2019/04/24,WMT,
011259,01,2019/04/25,WMT,
011259,01,2019/04/26,WMT,
011259,01,2019/04/29,WMT,
011259,01,2019/04/30,WMT,
011259,01,2019/05/01,WMT,
011259,01,2019/05/02,WMT,
011259,01,2019/05/03,WMT,
011259,01,2019/05/06,WMT,
011259,01,2019/05/07,WMT,
011259,01,2019/05/08,WMT,
011259,01,2019/05/09,WMT,0.5300
011259,01,2019/05/10,WMT,
011259,01,2019/05/13,WMT,
011259,01,2019/05/14,WMT,
011259,01,2019/05/15,WMT,
011259,01,2019/05/16,WMT,
011259,01,2019/05/17,WMT,
011259,01,2019/05/20,WMT,
011259,01,2019/05/21,WMT,
011259,01,2019/05/22,WMT,
011259,01,2019/05/23,WMT,
011259,01,2019/05/24,WMT,
011259,01,2019/05/28,WMT,
011259,01,2019/05/29,WMT,
011259,01,2019/05/30,WMT,
011259,01,2019/05/31,WMT,
011259,01,2019/06/03,WMT,
011259,01,2019/06/04,WMT,
011259,01,2019/06/05,WMT,
011259,01,2019/06/06,WMT,
011259,01,2019/06/07,WMT,
011259,01,2019/06/10,WMT,
011259,01,2019/06/11,WMT,
011259,01,2019/06/12,WMT,
011259,01,2019/06/13,WMT,
011259,01,2019/06/14,WMT,
011259,01,2019/06/17,WMT,
011259,01,2019/06/18,WMT,
011259,01,2019/06/19,WMT,
011259,01,2019/06/20,WMT,
011259,01,2019/06/21,WMT,
011259,01,2019/06/24,WMT,
011259,01,2019/06/25,WMT,
011259,01,2019/06/26,WMT,
011259,01,2019/06/27,WMT,
011259,01,2019/06/28,WMT,
012141,01,2019/04/01,MSFT,
012141,01,2019/04/02,MSFT,
012141,01,2019/04/03,MSFT,
012141,01,2019/04/04,MSFT,
012141,01,2019/04/05,MSFT,
012141,01,2019/04/08,MSFT,
012141,01,2019/04/09,MSFT,
012141,01,2019/04/10,MSFT,
012141,01,2019/04/11,MSFT,
012141,01,2019/04/12,MSFT,
012141,01,2019/04/15,MSFT,
012141,01,2019/04/16,MSFT,
012141,01,2019/04/17,MSFT,
012141,01,2019/04/18,MSFT,
012141,01,2019/04/22,MSFT,
012141,01,2019/04/23,MSFT,
012141,01,2019/04/24,MSFT,
012141,01,2019/04/25,MSFT,
012141,01,2019/04/26,MSFT,
012141,01,2019/04/29,MSFT,
012141,01,2019/04/30,MSFT,
012141,01,2019/05/01,MSFT,
012141,01,2019/05/02,MSFT,
012141,01,2019/05/03,MSFT,
012141,01,2019/05/06,MSFT,
012141,01,2019/05/07,MSFT,
012141,01,2019/05/08,MSFT,
012141,01,2019/05/09,MSFT,
012141,01,2019/05/10,MSFT,
012141,01,2019/05/13,MSFT,
012141,01,2019/05/14,MSFT,
012141,01,2019/05/15,MSFT,0.4600
012141,01,2019/05/16,MSFT,
012141,01,2019/05/17,MSFT,
012141,01,2019/05/20,MSFT,
012141,01,2019/05/21,MSFT,
012141,01,2019/05/22,MSFT,
012141,01,2019/05/23,MSFT,
012141,01,2019/05/24,MSFT,
012141,01,2019/05/28,MSFT,
012141,01,2019/05/29,MSFT,
012141,01,2019/05/30,MSFT,
012141,01,2019/05/31,MSFT,
012141,01,2019/06/03,MSFT,
012141,01,2019/06/04,MSFT,
012141,01,2019/06/05,MSFT,
012141,01,2019/06/06,MSFT,
012141,01,2019/06/07,MSFT,
012141,01,2019/06/10,MSFT,
012141,01,2019/06/11,MSFT,
012141,01,2019/06/12,MSFT,
012141,01,2019/06/13,MSFT,
012141,01,2019/06/14,MSFT,
012141,01,2019/06/17,MSFT,
012141,01,2019/06/18,MSFT,
012141,01,2019/06/19,MSFT,
012141,01,2019/06/20,MSFT,
012141,01,2019/06/21,MSFT,
012141,01,2019/06/24,MSFT,
012141,01,2019/06/25,MSFT,
012141,01,2019/06/26,MSFT,
012141,01,2019/06/27,MSFT,
012141,01,2019/06/28,MSFT,
020779,01,2019/04/01,CSCO,
020779,01,2019/04/02,CSCO,
020779,01,2019/04/03,CSCO,
020779,01,2019/04/04,CSCO,0.3500
020779,01,2019/04/05,CSCO,
020779,01,2019/04/08,CSCO,
020779,01,2019/04/09,CSCO,
020779,01,2019/04/10,CSCO,
020779,01,2019/04/11,CSCO,
020779,01,2019/04/12,CSCO,
020779,01,2019/04/15,CSCO,
020779,01,2019/04/16,CSCO,
020779,01,2019/04/17,CSCO,
020779,01,2019/04/18,CSCO,
020779,01,2019/04/22,CSCO,
020779,01,2019/04/23,CSCO,
020779,01,2019/04/24,CSCO,
020779,01,2019/04/25,CSCO,
020779,01,2019/04/26,CSCO,
020779,01,2019/04/29,CSCO,
020779,01,2019/04/30,CSCO,
020779,01,2019/05/01,CSCO,
020779,01,2019/05/02,CSCO,
020779,01,2019/05/03,CSCO,
020779,01,2019/05/06,CSCO,
020779,01,2019/05/07,CSCO,
020779,01,2019/05/08,CSCO,
020779,01,2019/05/09,CSCO,
020779,01,2019/05/10,CSCO,
020779,01,2019/05/13,CSCO,
020779,01,2019/05/14,CSCO,
020779,01,2019/05/15,CSCO,
020779,01,2019/05/16,CSCO,
020779,01,2019/05/17,CSCO,
020779,01,2019/05/20,CSCO,
020779,01,2019/05/21,CSCO,
020779,01,2019/05/22,CSCO,
020779,01,2019/05/23,CSCO,
020779,01,2019/05/24,CSCO,
020779,01,2019/05/28,CSCO,
020779,01,2019/05/29,CSCO,
020779,01,2019/05/30,CSCO,
020779,01,2019/05/31,CSCO,
020779,01,2019/06/03,CSCO,
020779,01,2019/06/04,CSCO,
020779,01,2019/06/05,CSCO,
020779,01,2019/06/06,CSCO,
020779,01,2019/06/07,CSCO,
020779,01,2019/06/10,CSCO,
020779,01,2019/06/11,CSCO,
020779,01,2019/06/12,CSCO,
020779,01,2019/06/13,CSCO,
020779,01,2019/06/14,CSCO,
020779,01,2019/06/17,CSCO,
020779,01,2019/06/18,CSCO,
020779,01,2019/06/19,CSCO,
020779,01,2019/06/20,CSCO,
020779,01,2019/06/21,CSCO,
020779,01,2019/06/24,CSCO,
020779,01,2019/06/25,CSCO,
020779,01,2019/06/26,CSCO,
020779,01,2019/06/27,CSCO,
020779,01,2019/06/28,CSCO,
062689,05,2019/04/01,TRV,
062689,05,2019/04/02,TRV,
062689,05,2019/04/03,TRV,
062689,05,2019/04/04,TRV,
062689,05,2019/04/05,TRV,
062689,05,2019/04/08,TRV,
062689,05,2019/04/09,TRV,
062689,05,2019/04/10,TRV,
062689,05,2019/04/11,TRV,
062689,05,2019/04/12,TRV,
062689,05,2019/04/15,TRV,
062689,05,2019/04/16,TRV,
062689,05,2019/04/17,TRV,
062689,05,2019/04/18,TRV,
062689,05,2019/04/22,TRV,
062689,05,2019/04/23,TRV,
062689,05,2019/04/24,TRV,
062689,05,2019/04/25,TRV,
062689,05,2019/04/26,TRV,
062689,05,2019/04/29,TRV,
062689,05,2019/04/30,TRV,
062689,05,2019/05/01,TRV,
062689,05,2019/05/02,TRV,
062689,05,2019/05/03,TRV,
062689,05,2019/05/06,TRV,
062689,05,2019/05/07,TRV,
062689,05,2019/05/08,TRV,
062689,05,2019/05/09,TRV,
062689,05,2019/05/10,TRV,
062689,05,2019/05/13,TRV,
062689,05,2019/05/14,TRV,
062689,05,2019/05/15,TRV,
062689,05,2019/05/16,TRV,
062689,05,2019/05/17,TRV,
062689,05,2019/05/20,TRV,
062689,05,2019/05/21,TRV,
062689,05,2019/05/22,TRV,
062689,05,2019/05/23,TRV,
062689,05,2019/05/24,TRV,
062689,05,2019/05/28,TRV,
062689,05,2019/05/29,TRV,
062689,05,2019/05/30,TRV,
062689,05,2019/05/31,TRV,
062689,05,2019/06/03,TRV,
062689,05,2019/06/04,TRV,
062689,05,2019/06/05,TRV,
062689,05,2019/06/06,TRV,
062689,05,2019/06/07,TRV,0.8200
062689,05,2019/06/10,TRV,
062689,05,2019/06/11,TRV,
062689,05,2019/06/12,TRV,
062689,05,2019/06/13,TRV,
062689,05,2019/06/14,TRV,
062689,05,2019/06/17,TRV,
062689,05,2019/06/18,TRV,
062689,05,2019/06/19,TRV,
062689,05,2019/06/20,TRV,
062689,05,2019/06/21,TRV,
062689,05,2019/06/24,TRV,
062689,05,2019/06/25,TRV,
062689,05,2019/06/26,TRV,
062689,05,2019/06/27,TRV,
062689,05,2019/06/28,TRV,
114628,01,2019/04/01,GS,
114628,01,2019/04/02,GS,
114628,01,2019/04/03,GS,
114628,01,2019/04/04,GS,
114628,01,2019/04/05,GS,
114628,01,2019/04/08,GS,
114628,01,2019/04/09,GS,
114628,01,2019/04/10,GS,
114628,01,2019/04/11,GS,
114628,01,2019/04/12,GS,
114628,01,2019/04/15,GS,
114628,01,2019/04/16,GS,
114628,01,2019/04/17,GS,
114628,01,2019/04/18,GS,
114628,01,2019/04/22,GS,
114628,01,2019/04/23,GS,
114628,01,2019/04/24,GS,
114628,01,2019/04/25,GS,
114628,01,2019/04/26,GS,
114628,01,2019/04/29,GS,
114628,01,2019/04/30,GS,
114628,01,2019/05/01,GS,
114628,01,2019/05/02,GS,
114628,01,2019/05/03,GS,
114628,01,2019/05/06,GS,
114628,01,2019/05/07,GS,
114628,01,2019/05/08,GS,
114628,01,2019/05/09,GS,
114628,01,2019/05/10,GS,
114628,01,2019/05/13,GS,
114628,01,2019/05/14,GS,
114628,01,2019/05/15,GS,
114628,01,2019/05/16,GS,
114628,01,2019/05/17,GS,
114628,01,2019/05/20,GS,
114628,01,2019/05/21,GS,
114628,01,2019/05/22,GS,
114628,01,2019/05/23,GS,
114628,01,2019/05/24,GS,
114628,01,2019/05/28,GS,
114628,01,2019/05/29,GS,0.8500
114628,01,2019/05/30,GS,
114628,01,2019/05/31,GS,
114628,01,2019/06/03,GS,
114628,01,2019/06/04,GS,
114628,01,2019/06/05,GS,
114628,01,2019/06/06,GS,
114628,01,2019/06/07,GS,
114628,01,2019/06/10,GS,
114628,01,2019/06/11,GS,
114628,01,2019/06/12,GS,
114628,01,2019/06/13,GS,
114628,01,2019/06/14,GS,
114628,01,2019/06/17,GS,
114628,01,2019/06/18,GS,
114628,01,2019/06/19,GS,
114628,01,2019/06/20,GS,
114628,01,2019/06/21,GS,
114628,01,2019/06/24,GS,
114628,01,2019/06/25,GS,
114628,01,2019/06/26,GS,
114628,01,2019/06/27,GS,
114628,01,2019/06/28,GS,
114628,41,2019/04/01,GS.PJ,
114628,41,2019/04/02,GS.PJ,
114628,41,2019/04/03,GS.PJ,
114628,41,2019/04/04,GS.PJ,
114628,41,2019/04/05,GS.PJ,
114628,41,2019/04/08,GS.PJ,
114628,41,2019/04/09,GS.PJ,
114628,41,2019/04/10,GS.PJ,
114628,41,2019/04/11,GS.PJ,
114628,41,2019/04/12,GS.PJ,
114628,41,2019/04/15,GS.PJ,
114628,41,2019/04/16,GS.PJ,
114628,41,2019/04/17,GS.PJ,
114628,41,2019/04/18,GS.PJ,
114628,41,2019/04/22,GS.PJ,
114628,41,2019/04/23,GS.PJ,
114628,41,2019/04/24,GS.PJ,0.3438
114628,41,2019/04/25,GS.PJ,
114628,41,2019/04/26,GS.PJ,
114628,41,2019/04/29,GS.PJ,
114628,41,2019/04/30,GS.PJ,
114628,41,2019/05/01,GS.PJ,
114628,41,2019/05/02,GS.PJ,
114628,41,2019/05/03,GS.PJ,
114628,41,2019/05/06,GS.PJ,
114628,41,2019/05/07,GS.PJ,
114628,41,2019/05/08,GS.PJ,
114628,41,2019/05/09,GS.PJ,
114628,41,2019/05/10,GS.PJ,
114628,41,2019/05/13,GS.PJ,
114628,41,2019/05/14,GS.PJ,
114628,41,2019/05/15,GS.PJ,
114628,41,2019/05/16,GS.PJ,
114628,41,2019/05/17,GS.PJ,
114628,41,2019/05/20,GS.PJ,
114628,41,2019/05/21,GS.PJ,
114628,41,2019/05/22,GS.PJ,
114628,41,2019/05/23,GS.PJ,
114628,41,2019/05/24,GS.PJ,
114628,41,2019/05/28,GS.PJ,
114628,41,2019/05/29,GS.PJ,
114628,41,2019/05/30,GS.PJ,
114628,41,2019/05/31,GS.PJ,
114628,41,2019/06/03,GS.PJ,
114628,41,2019/06/04,GS.PJ,
114628,41,2019/06/05,GS.PJ,
114628,41,2019/06/06,GS.PJ,
114628,41,2019/06/07,GS.PJ,
114628,41,2019/06/10,GS.PJ,
114628,41,2019/06/11,GS.PJ,
114628,41,2019/06/12,GS.PJ,
114628,41,2019/06/13,GS.PJ,
114628,41,2019/06/14,GS.PJ,
114628,41,2019/06/17,GS.PJ,
114628,41,2019/06/18,GS.PJ,
114628,41,2019/06/19,GS.PJ,
114628,41,2019/06/20,GS.PJ,
114628,41,2019/06/21,GS.PJ,
114628,41,2019/06/24,GS.PJ,
114628,41,2019/06/25,GS.PJ,
114628,41,2019/06/26,GS.PJ,
114628,41,2019/06/27,GS.PJ,
114628,41,2019/06/28,GS.PJ,
114628,43,2019/04/01,GS.PK,
114628,43,2019/04/02,GS.PK,
114628,43,2019/04/03,GS.PK,
114628,43,2019/04/04,GS.PK,
114628,43,2019/04/05,GS.PK,
114628,43,2019/04/08,GS.PK,
114628,43,2019/04/09,GS.PK,
114628,43,2019/04/10,GS.PK,
114628,43,2019/04/11,GS.PK,
114628,43,2019/04/12,GS.PK,
114628,43,2019/04/15,GS.PK,
114628,43,2019/04/16,GS.PK,
114628,43,2019/04/17,GS.PK,
114628,43,2019/04/18,GS.PK,
114628,43,2019/04/22,GS.PK,
114628,43,2019/04/23,GS.PK,
114628,43,2019/04/24,GS.PK,0.3984
114628,43,2019/04/25,GS.PK,
114628,43,2019/04/26,GS.PK,
114628,43,2019/04/29,GS.PK,
114628,43,2019/04/30,GS.PK,
114628,43,2019/05/01,GS.PK,
114628,43,2019/05/02,GS.PK,
114628,43,2019/05/03,GS.PK,
114628,43,2019/05/06,GS.PK,
114628,43,2019/05/07,GS.PK,
114628,43,2019/05/08,GS.PK,
114628,43,2019/05/09,GS.PK,
114628,43,2019/05/10,GS.PK,
114628,43,2019/05/13,GS.PK,
114628,43,2019/05/14,GS.PK,
114628,43,2019/05/15,GS.PK,
114628,43,2019/05/16,GS.PK,
114628,43,2019/05/17,GS.PK,
114628,43,2019/05/20,GS.PK,
114628,43,2019/05/21,GS.PK,
114628,43,2019/05/22,GS.PK,
114628,43,2019/05/23,GS.PK,
114628,43,2019/05/24,GS.PK,
114628,43,2019/05/28,GS.PK,
114628,43,2019/05/29,GS.PK,
114628,43,2019/05/30,GS.PK,
114628,43,2019/05/31,GS.PK,
114628,43,2019/06/03,GS.PK,
114628,43,2019/06/04,GS.PK,
114628,43,2019/06/05,GS.PK,
114628,43,2019/06/06,GS.PK,
114628,43,2019/06/07,GS.PK,
114628,43,2019/06/10,GS.PK,
114628,43,2019/06/11,GS.PK,
114628,43,2019/06/12,GS.PK,
114628,43,2019/06/13,GS.PK,
114628,43,2019/06/14,GS.PK,
114628,43,2019/06/17,GS.PK,
114628,43,2019/06/18,GS.PK,
114628,43,2019/06/19,GS.PK,
114628,43,2019/06/20,GS.PK,
114628,43,2019/06/21,GS.PK,
114628,43,2019/06/24,GS.PK,
114628,43,2019/06/25,GS.PK,
114628,43,2019/06/26,GS.PK,
114628,43,2019/06/27,GS.PK,
114628,43,2019/06/28,GS.PK,
114628,51,2019/04/01,GS.PN,
114628,51,2019/04/02,GS.PN,
114628,51,2019/04/03,GS.PN,
114628,51,2019/04/04,GS.PN,
114628,51,2019/04/05,GS.PN,
114628,51,2019/04/08,GS.PN,
114628,51,2019/04/09,GS.PN,
114628,51,2019/04/10,GS.PN,
114628,51,2019/04/11,GS.PN,
114628,51,2019/04/12,GS.PN,
114628,51,2019/04/15,GS.PN,
114628,51,2019/04/16,GS.PN,
114628,51,2019/04/17,GS.PN,
114628,51,2019/04/18,GS.PN,
114628,51,2019/04/22,GS.PN,
114628,51,2019/04/23,GS.PN,
114628,51,2019/04/24,GS.PN,0.3938
114628,51,2019/04/25,GS.PN,
114628,51,2019/04/26,GS.PN,
114628,51,2019/04/29,GS.PN,
114628,51,2019/04/30,GS.PN,
114628,51,2019/05/01,GS.PN,
114628,51,2019/05/02,GS.PN,
114628,51,2019/05/03,GS.PN,
114628,51,2019/05/06,GS.PN,
114628,51,2019/05/07,GS.PN,
114628,51,2019/05/08,GS.PN,
114628,51,2019/05/09,GS.PN,
114628,51,2019/05/10,GS.PN,
114628,51,2019/05/13,GS.PN,
114628,51,2019/05/14,GS.PN,
114628,51,2019/05/15,GS.PN,
114628,51,2019/05/16,GS.PN,
114628,51,2019/05/17,GS.PN,
114628,51,2019/05/20,GS.PN,
114628,51,2019/05/21,GS.PN,
114628,51,2019/05/22,GS.PN,
114628,51,2019/05/23,GS.PN,
114628,51,2019/05/24,GS.PN,
114628,51,2019/05/28,GS.PN,
114628,51,2019/05/29,GS.PN,
114628,51,2019/05/30,GS.PN,
114628,51,2019/05/31,GS.PN,
114628,51,2019/06/03,GS.PN,
114628,51,2019/06/04,GS.PN,
114628,51,2019/06/05,GS.PN,
114628,51,2019/06/06,GS.PN,
114628,51,2019/06/07,GS.PN,
114628,51,2019/06/10,GS.PN,
114628,51,2019/06/11,GS.PN,
114628,51,2019/06/12,GS.PN,
114628,51,2019/06/13,GS.PN,
114628,51,2019/06/14,GS.PN,
114628,51,2019/06/17,GS.PN,
114628,51,2019/06/18,GS.PN,
114628,51,2019/06/19,GS.PN,
114628,51,2019/06/20,GS.PN,
114628,51,2019/06/21,GS.PN,
114628,51,2019/06/24,GS.PN,
114628,51,2019/06/25,GS.PN,
114628,51,2019/06/26,GS.PN,
114628,51,2019/06/27,GS.PN,
114628,51,2019/06/28,GS.PN,
179534,01,2019/04/01,V,
179534,01,2019/04/02,V,
179534,01,2019/04/03,V,
179534,01,2019/04/04,V,
179534,01,2019/04/05,V,
179534,01,2019/04/08,V,
179534,01,2019/04/09,V,
179534,01,2019/04/10,V,
179534,01,2019/04/11,V,
179534,01,2019/04/12,V,
179534,01,2019/04/15,V,
179534,01,2019/04/16,V,
179534,01,2019/04/17,V,
179534,01,2019/04/18,V,
179534,01,2019/04/22,V,
179534,01,2019/04/23,V,
179534,01,2019/04/24,V,
179534,01,2019/04/25,V,
179534,01,2019/04/26,V,
179534,01,2019/04/29,V,
179534,01,2019/04/30,V,
179534,01,2019/05/01,V,
179534,01,2019/05/02,V,
179534,01,2019/05/03,V,
179534,01,2019/05/06,V,
179534,01,2019/05/07,V,
179534,01,2019/05/08,V,
179534,01,2019/05/09,V,
179534,01,2019/05/10,V,
179534,01,2019/05/13,V,
179534,01,2019/05/14,V,
179534,01,2019/05/15,V,
179534,01,2019/05/16,V,0.2500
179534,01,2019/05/17,V,
179534,01,2019/05/20,V,
179534,01,2019/05/21,V,
179534,01,2019/05/22,V,
179534,01,2019/05/23,V,
179534,01,2019/05/24,V,
179534,01,2019/05/28,V,
179534,01,2019/05/29,V,
179534,01,2019/05/30,V,
179534,01,2019/05/31,V,
179534,01,2019/06/03,V,
179534,01,2019/06/04,V,
179534,01,2019/06/05,V,
179534,01,2019/06/06,V,
179534,01,2019/06/07,V,
179534,01,2019/06/10,V,
179534,01,2019/06/11,V,
179534,01,2019/06/12,V,
179534,01,2019/06/13,V,
179534,01,2019/06/14,V,
179534,01,2019/06/17,V,
179534,01,2019/06/18,V,
179534,01,2019/06/19,V,
179534,01,2019/06/20,V,
179534,01,2019/06/21,V,
179534,01,2019/06/24,V,
179534,01,2019/06/25,V,
179534,01,2019/06/26,V,
179534,01,2019/06/27,V,
179534,01,2019/06/28,V,
